NumberOfNodes,Mean,Interval
3,13.5857142857143,1.1642700717617
6,9.18571428571428,0.630208854269757
9,7.94285714285714,0.53696629316932
12,7.49295774647888,0.485848550857212
15,6.97183098591549,0.463531113734898
